,typecode,generated,CAS,altitude
7,A320,generated,171.90265980074483,3991.737009848318
8,A320,generated,174.4750771137976,4038.4636513494675
9,A320,generated,176.80159118098598,4082.332996491463
10,A320,generated,179.2498189095528,4125.4709792598605
11,A320,generated,181.76388506735526,4165.430552328787
12,A320,generated,184.1370356006007,4210.112531354351
13,A320,generated,186.6483081617663,4257.881213526572
14,A320,generated,189.1917971026513,4305.440443223522
15,A320,generated,191.64249246351181,4354.163616057365
16,A320,generated,194.12366834763557,4402.850044496598
17,A320,generated,196.60873050843514,4448.885094427294
18,A320,generated,199.13081626738273,4497.249839044386
19,A320,generated,201.6248339453051,4548.197584336804
20,A320,generated,204.13137181343572,4599.8753073907665
21,A320,generated,206.57704952455336,4653.076064817367
22,A320,generated,208.94041689749687,4707.084327697754
23,A320,generated,211.33125810469352,4762.953711478941
24,A320,generated,213.62911608142238,4820.1153909006425
25,A320,generated,215.83818557954604,4879.555788101688
26,A320,generated,218.00522170528288,4945.8513501075
27,A320,generated,220.26883951310188,5015.488389045961
28,A320,generated,222.49712287226032,5084.297887986706
29,A320,generated,224.63036108016968,5153.312091950447
30,A320,generated,226.63914603571737,5224.648855886152
31,A320,generated,228.3956823348999,5294.171023707236
32,A320,generated,230.02177419970113,5364.157712628765
33,A320,generated,231.5525799720518,5439.422941146358
34,A320,generated,232.89965566512078,5517.326417738392
35,A320,generated,234.16446885754985,5599.499120650753
36,A320,generated,235.28645946133523,5680.832890418268
37,A320,generated,236.33572978358114,5764.69077990132
38,A320,generated,237.34991362787062,5851.051475032683
39,A320,generated,238.1826108655622,5938.501429157873
40,A320,generated,238.90988108419603,6029.2045265936085
41,A320,generated,239.60816503340197,6123.706799168741
42,A320,generated,240.25030490659898,6218.906577817856
43,A320,generated,240.76364250336923,6318.8812782533705
44,A320,generated,241.23408146058358,6418.3875469084705
45,A320,generated,241.49528600323586,6524.138669167795
46,A320,generated,241.8095405409413,6625.943060598066
47,A320,generated,242.05279614848476,6725.201235617361
48,A320,generated,242.4553248343929,6823.040596008301
49,A320,generated,242.75107115314853,6924.0875669910065
50,A320,generated,243.0580166462929,7021.664214841781
51,A320,generated,243.20896470162177,7119.15580134238
52,A320,generated,243.54142082891155,7222.3663522043535
53,A320,generated,243.76730826593214,7319.711908648091
54,A320,generated,243.98498659749185,7415.491386167465
55,A320,generated,244.15399286823887,7513.774594214655
56,A320,generated,244.43968677520752,7609.094471100838
57,A320,generated,244.57906110825078,7706.347229003906
58,A320,generated,244.7964007316097,7804.685168850807
59,A320,generated,245.00554787728095,7905.8986973916335
60,A320,generated,245.21376080666818,8002.446504654423
61,A320,generated,245.44214780869024,8096.620810231855
62,A320,generated,245.6697309247909,8194.433605563256
63,A320,generated,245.9091465396266,8289.088050596176
64,A320,generated,246.16287731355237,8383.22710984753
65,A320,generated,246.40155112358832,8478.079343734249
66,A320,generated,246.65989168228643,8571.983080464024
67,A320,generated,246.9375518214318,8663.411291799237
68,A320,generated,247.23900230469243,8753.2622808641
69,A320,generated,247.58213521588235,8843.593499460529
70,A320,generated,247.95099604514337,8931.458709716797
71,A320,generated,248.31075462218254,9020.44728580598
72,A320,generated,248.71601172416442,9101.25309310421
73,A320,generated,249.13488689545662,9187.569858181861
74,A320,generated,249.58368498279202,9272.578592115833
75,A320,generated,250.07204657216226,9357.154077837544
76,A320,generated,250.60408170761602,9437.773254394531
77,A320,generated,251.15137317103725,9515.37004827684
78,A320,generated,251.68608007123393,9597.223077589466
79,A320,generated,252.2715356273036,9676.441134545112
80,A320,generated,252.8852614587353,9746.416887344853
81,A320,generated,253.52984696049845,9824.71455235635
82,A320,generated,254.25002827182894,9901.531932215537
83,A320,generated,254.88577625828404,9975.679581672915
84,A320,generated,255.67017029177757,10046.860680857013
85,A320,generated,256.42219326573036,10121.938632595924
86,A320,generated,257.2668310596097,10188.825517223728
87,A320,generated,258.1824839499689,10255.218402493385
88,A320,generated,259.0672896292902,10325.059824297505
89,A320,generated,260.0437675445311,10387.462854693013
90,A320,generated,261.0226850355825,10453.299527075982
91,A320,generated,261.9388289451599,10515.502054522114
92,A320,generated,263.021005645875,10578.104789487777
93,A320,generated,264.1252827336711,10634.242668890183
94,A320,generated,265.12393351524105,10691.097660187752
95,A320,generated,266.1338457292126,10750.549157911732
96,A320,generated,267.06392031331217,10814.15416791362
97,A320,generated,268.0616059457102,10874.71032567178
98,A320,generated,269.09951409985945,10931.97838666362
99,A320,generated,270.1483884165364,10990.725727450463
100,A320,generated,271.15861895776567,11046.322254303963
101,A320,generated,272.1186606960912,11098.606136198967
102,A320,generated,273.05222135974515,11165.037505365188
103,A320,generated,273.8276472245493,11224.965651973602
104,A320,generated,274.75766177331246,11285.71998350082
105,A320,generated,275.68390795492354,11347.26936340332
106,A320,generated,276.3759762087176,11413.911308780793
107,A320,generated,277.2454164258895,11471.121820265247
108,A320,generated,277.95033613328013,11538.068586780179
109,A320,generated,278.61515154377105,11604.816434306484
110,A320,generated,279.39732880746163,11664.101102275234
111,A320,generated,280.0467811861346,11728.909284037929
112,A320,generated,280.61396157357,11793.773175147271
113,A320,generated,281.16184879118396,11859.70717399351
114,A320,generated,281.7104103642125,11925.004647285708
115,A320,generated,282.26563993577037,11992.47137869558
116,A320,generated,282.7859789325345,12058.94348292197
117,A320,generated,283.21320018460676,12128.921571793095
118,A320,generated,283.6497386809318,12199.354583494125
119,A320,generated,284.10720243761614,12265.826336522256
120,A320,generated,284.48514538426554,12340.150131225586
121,A320,generated,284.8650850480603,12410.716518525154
122,A320,generated,285.21297090284287,12478.665609052105
123,A320,generated,285.5508878769413,12551.70080738683
124,A320,generated,285.85237329236924,12625.2801257718
125,A320,generated,286.11021357197916,12699.355359723491
126,A320,generated,286.4243026394998,12770.902832769578
127,A320,generated,286.77621372284426,12843.124843474357
128,A320,generated,287.0431484099357,12913.14692835654
129,A320,generated,287.29792028857815,12984.188804872574
130,A320,generated,287.52522410115887,13057.767166137695
131,A320,generated,287.7284627576028,13131.087923357563
132,A320,generated,287.9626574977752,13204.370395537346
133,A320,generated,288.1848434940461,13274.847090690366
134,A320,generated,288.3704776456279,13350.285993514522
135,A320,generated,288.5379611292193,13425.134083163353
136,A320,generated,288.72804389461396,13497.460574242377
137,A320,generated,288.9079241906443,13569.613640077652
138,A320,generated,289.07863383139335,13640.556261370259
139,A320,generated,289.25880698234806,13714.818822060863
140,A320,generated,289.4235381772441,13787.590156309067
141,A320,generated,289.61401960926673,13860.051252795804
142,A320,generated,289.79284807943526,13930.257095829133
143,A320,generated,289.9525567639259,14000.318141321983
144,A320,generated,290.0683187823142,14078.196881694179
145,A320,generated,290.1533036385813,14154.932230795583
146,A320,generated,290.22274854106286,14233.5862923899
147,A320,generated,290.3685443785883,14306.253554805633
148,A320,generated,290.5052844170601,14379.231132261215
149,A320,generated,290.6163683860533,14452.730450045678
150,A320,generated,290.75806207041586,14525.594481929656
151,A320,generated,290.8811308491615,14596.458341044765
152,A320,generated,290.97490190690564,14669.695655084426
153,A320,generated,291.1149402433826,14741.492064937469
154,A320,generated,291.24190145923245,14811.262828211631
155,A320,generated,291.3557512221798,14881.897289645287
156,A320,generated,291.49156950366114,14951.91834825085
157,A320,generated,291.5914037458358,15025.215649020287
158,A320,generated,291.69344589787147,15099.786464075889
159,A320,generated,291.82620737629554,15172.49360312185
160,A320,generated,291.9333371346997,15248.035991053428
161,A320,generated,292.0297893401115,15321.703812629947
162,A320,generated,292.16523631926503,15389.588795815745
163,A320,generated,292.3140886983564,15461.096984371063
164,A320,generated,292.3547664919207,15536.824584468719
165,A320,generated,292.44054009837487,15608.987130441974
166,A320,generated,292.53370094299316,15681.017386651809
167,A320,generated,292.6544629681495,15752.05320296749
168,A320,generated,292.74758758852556,15823.200437484249
169,A320,generated,292.8252252609499,15892.52654930853
170,A320,generated,292.93897719537057,15961.466091032951
171,A320,generated,293.04816035301457,16029.53678352602
172,A320,generated,293.14411274079356,16100.167551840505
173,A320,generated,293.2411379814148,16173.583585677608
174,A320,generated,293.34335256391955,16244.466788507278
175,A320,generated,293.52140685050716,16313.056030273438
176,A320,generated,293.62295961380005,16382.813336772304
177,A320,generated,293.7434234157685,16447.7051558956
178,A320,generated,293.83398654383996,16518.528725408738
179,A320,generated,293.88232401878605,16593.732472573556
180,A320,generated,293.97157218379357,16661.878312633882
181,A320,generated,294.07021464070965,16729.969883088143
182,A320,generated,294.1639332463664,16800.57620190036
183,A320,generated,294.2266556832098,16870.867545835434
184,A320,generated,294.3304467355051,16938.169263285974
185,A320,generated,294.3961879207242,17007.212736560454
186,A320,generated,294.4628133927622,17077.51169463127
187,A320,generated,294.5424509971373,17144.06713178081
188,A320,generated,294.6456875339631,17212.27435401178
189,A320,generated,294.6991811875374,17282.950823383948
190,A320,generated,294.75435824548043,17351.025290704543
191,A320,generated,294.82376766204834,17421.673962993005
192,A320,generated,294.86725264210855,17493.75153375441
193,A320,generated,294.8994930790317,17564.146501602667
194,A320,generated,294.962031948951,17630.522225656816
195,A320,generated,295.057921994117,17694.905607900313
196,A320,generated,295.10107872563026,17765.218123159102
197,A320,generated,295.14292258601034,17833.359519712387
198,A320,generated,295.19106824936404,17902.169343025453
199,A320,generated,295.23679219522785,17969.046026414442
200,A320,generated,295.27641705543766,18034.508839268838
201,A320,generated,295.35073471069336,18098.07728207496
202,A320,generated,295.43035357998264,18163.655043817336
203,A320,generated,295.5258174865477,18227.048623115785
204,A320,generated,295.58653857631066,18291.901922410536
205,A320,generated,295.6378888776225,18357.054280434884
206,A320,generated,295.654272940851,18426.029599589685
207,A320,generated,295.6647998748287,18494.782101784982
208,A320,generated,295.69245570705783,18558.70737752607
209,A320,generated,295.7367729371594,18623.90989389727
210,A320,generated,295.74090557713663,18692.838903611708
211,A320,generated,295.7478111636254,18760.256858825684
212,A320,generated,295.7704157983103,18825.259565784087
213,A320,generated,295.7813701168183,18890.43024518413
214,A320,generated,295.827204473557,18957.064355665636
215,A320,generated,295.86400482731483,19020.509808201943
216,A320,generated,295.8284776595331,19087.458942290275
217,A320,generated,295.8680016148475,19152.8742306617
218,A320,generated,295.8611885655311,19219.874448714716
219,A320,generated,295.8715202423834,19284.701582877868
220,A320,generated,295.922669764488,19346.792624935028
221,A320,generated,295.9592489427136,19408.217424946448
222,A320,generated,295.9862237130442,19470.787058430335
223,A320,generated,296.0106016435931,19535.923119821855
224,A320,generated,296.03722703072333,19599.1513620192
225,A320,generated,296.0790207616744,19661.15167753158
226,A320,generated,296.0922919857887,19726.898943008917
227,A320,generated,296.0874795606059,19789.05402743432
228,A320,generated,296.08995483767603,19851.79446829519
229,A320,generated,296.1537275160513,19921.26287841797
230,A320,generated,296.1758202891196,19984.459830745574
0,A321,generated,159.69175961681248,3443.3890737002657
1,A321,generated,161.06943636432138,3506.2430948473743
2,A321,generated,162.47401120195684,3553.1091703749194
3,A321,generated,163.83200044140372,3600.5849211702644
4,A321,generated,165.66601739962076,3656.429404347213
5,A321,generated,167.4005209967033,3707.615960504591
6,A321,generated,169.03214484637545,3757.948243445957
7,A321,generated,170.9878874798411,3805.515242680815
8,A321,generated,173.11822116497865,3851.603685264981
9,A321,generated,175.2054424010601,3900.670727287371
10,A321,generated,177.36139768030225,3946.8216728918333
11,A321,generated,179.56598768725837,3988.322882520538
12,A321,generated,181.76993899984458,4032.3203452198777
13,A321,generated,183.98376139611312,4075.3636222918008
14,A321,generated,186.36355236486062,4112.327043482201
15,A321,generated,188.76712551313577,4145.707622976402
16,A321,generated,191.07465885594948,4183.638945211824
17,A321,generated,193.313096500672,4228.8123165169945
18,A321,generated,195.5943353240023,4278.085956125161
19,A321,generated,197.9207225917541,4327.685503332394
20,A321,generated,200.16585047613714,4376.90187560406
21,A321,generated,202.44858246636144,4429.789976139658
22,A321,generated,204.732520616669,4482.956648427432
23,A321,generated,206.92582038800742,4536.159789032297
24,A321,generated,209.10003559859757,4591.516249949662
25,A321,generated,211.25650188799986,4648.572293814433
26,A321,generated,213.42318233214704,4706.196381684923
27,A321,generated,215.6220332273503,4764.088516833119
28,A321,generated,217.82011943699158,4820.80091942856
29,A321,generated,219.81465839503966,4880.541876409472
30,A321,generated,221.69380589121397,4943.2493941788825
31,A321,generated,223.54786914156884,5004.121958561534
32,A321,generated,225.4066082118713,5061.239474267075
33,A321,generated,227.14500474438225,5125.214110824742
34,A321,generated,228.86133267904066,5188.233988653753
35,A321,generated,230.34819659990134,5257.67043960414
36,A321,generated,231.69452402960394,5332.776609062903
37,A321,generated,233.08280273122887,5409.6955259342785
38,A321,generated,234.38784241823805,5487.010044750725
39,A321,generated,235.5059875173667,5564.854863180573
40,A321,generated,236.77700947240456,5642.283141460615
41,A321,generated,237.78183253966657,5722.999373036807
42,A321,generated,238.70886124286454,5805.419504570716
43,A321,generated,239.6437183183493,5890.531312167767
44,A321,generated,240.49549725719334,5974.533197336099
45,A321,generated,241.248365996056,6062.579305684198
46,A321,generated,241.99239984885932,6153.15761341213
47,A321,generated,242.62641732127395,6247.933113522874
48,A321,generated,243.23151679284794,6335.887179093508
49,A321,generated,243.7375500944472,6425.153737616784
50,A321,generated,244.16327736451453,6521.891984133376
51,A321,generated,244.58662659949863,6612.1897387947
52,A321,generated,245.03489491570855,6699.231532397713
53,A321,generated,245.50391131528875,6784.71053026337
54,A321,generated,245.77967632333028,6883.655326292687
55,A321,generated,246.1619184670989,6974.121957554768
56,A321,generated,246.36233355335352,7069.92539616221
57,A321,generated,246.6307633547439,7161.459895497745
58,A321,generated,246.92955580249276,7252.054308452803
59,A321,generated,247.14772596850838,7348.198697748872
60,A321,generated,247.16940090533384,7443.727472364288
61,A321,generated,247.11909271712156,7541.652268494282
62,A321,generated,247.30003083612502,7636.4761905001615
63,A321,generated,247.43964543686698,7732.902553408908
64,A321,generated,247.5731186876592,7827.063814080621
65,A321,generated,247.7507884015742,7918.580638389981
66,A321,generated,247.93850893630196,8007.385053811614
67,A321,generated,248.20050039586332,8095.704305432507
68,A321,generated,248.4021685295498,8180.465568117751
69,A321,generated,248.56646065072914,8267.623419629914
70,A321,generated,248.76347859569432,8360.907734727369
71,A321,generated,249.12905715273828,8448.10440585736
72,A321,generated,249.32719070395243,8535.411716233086
