,typecode,generated,CAS,altitude,vertical_rate
138,B738,generated,278.20621336353213,13913.595333408768,2337.297743328873
139,B738,generated,278.48384811439803,13990.608575547072,2310.397264149087
140,B738,generated,278.7576548386581,14067.438910972922,2304.910062775504
141,B738,generated,278.99149530444396,14145.59880893813,2344.796938956234
142,B738,generated,279.24473219710575,14223.409181163413,2334.3111667585013
143,B738,generated,279.47804657674254,14300.015889680415,2298.2012555100755
144,B738,generated,279.6998831568797,14375.614207139484,2267.9495237720403
145,B738,generated,279.9186274915258,14454.275498858628,2359.8387515743075
146,B738,generated,280.13319283204356,14532.929907411051,2359.632256572733
147,B738,generated,280.34100142702346,14611.152749872088,2346.6852738310768
148,B738,generated,280.55014485472094,14690.043204404124,2366.7136359611145
149,B738,generated,280.75936579091723,14767.411174384053,2321.0390993978276
150,B738,generated,280.9627685854357,14843.363389729613,2278.5664603668138
151,B738,generated,281.1508962174807,14924.142345914672,2423.368685551795
152,B738,generated,281.33403192707516,15003.346781525504,2376.133068324937
153,B738,generated,281.54931266265794,15078.932096928133,2267.559462078873
154,B738,generated,281.75201622028493,15157.500708192301,2357.058337925063
155,B738,generated,281.93726850456795,15236.180414879173,2360.391200606108
156,B738,generated,282.11698812873897,15315.913437204817,2391.990669769364
157,B738,generated,282.29374407328646,15395.900525179077,2399.6126392278024
158,B738,generated,282.4455306199696,15474.383507163098,2354.4894595206233
159,B738,generated,282.6295439059548,15552.470096770701,2342.597688228117
160,B738,generated,282.79294922489964,15632.178466919868,2391.2511044749685
161,B738,generated,282.93738760768014,15711.104395269207,2367.7778504801636
162,B738,generated,283.1113147725987,15787.23268360359,2283.848650031486
163,B738,generated,283.26763273378464,15867.776465581706,2416.313459343514
164,B738,generated,283.40347615201165,15944.673454227015,2306.909659359257
165,B738,generated,283.53691632249195,16021.171561368466,2294.9432142435453
166,B738,generated,283.6736824400779,16099.406272876653,2347.041345245592
167,B738,generated,283.77685855894305,16179.686908158848,2408.4190584658377
168,B738,generated,283.90064898666265,16255.893042053684,2286.184016845088
169,B738,generated,284.0163616113158,16334.794314782746,2367.0381818718515
170,B738,generated,284.1231403956185,16414.695996339735,2397.0504467096976
171,B738,generated,284.2175782633669,16496.29124611343,2447.8574932108
172,B738,generated,284.2780811223335,16579.78746162626,2504.886465384918
173,B738,generated,284.3970276955093,16660.808563739767,2430.6330634052265
174,B738,generated,284.4686527357894,16741.84329689468,2431.0419946473553
175,B738,generated,284.545684791392,16823.00335548843,2434.8017578125
176,B738,generated,284.5765032098035,16905.564921235436,2476.8469724102647
177,B738,generated,284.64131379019403,16984.353594832337,2363.6602079069585
178,B738,generated,284.7095892456977,17063.389348089186,2371.072597705447
179,B738,generated,284.7803364405404,17142.958529793767,2387.075451137437
180,B738,generated,284.8439952475598,17220.86537434076,2337.2053364097924
181,B738,generated,284.8841028785225,17298.327746674277,2323.87117000551
182,B738,generated,284.9308345227758,17376.608837521646,2348.432725421127
183,B738,generated,284.9842006039559,17455.75339755195,2374.3368009091623
184,B738,generated,285.0173645173272,17536.31981560926,2416.9925417191434
185,B738,generated,285.0756357188189,17613.962034349417,2329.2665622048175
186,B738,generated,285.1070249081859,17693.589444515506,2388.8223049826825
187,B738,generated,285.10026549524264,17777.00365928054,2502.426442951039
188,B738,generated,285.1335407324342,17857.86029400189,2425.6990416404283
189,B738,generated,285.162536659529,17936.59460652157,2362.0293755903654
190,B738,generated,285.2053128336179,18013.866866980872,2318.1678137791246
191,B738,generated,285.251948420527,18092.08920123583,2346.6700276487722
192,B738,generated,285.29681973781635,18170.35032150307,2347.83360801716
193,B738,generated,285.3397038149894,18249.35795787744,2370.229091231108
194,B738,generated,285.3664938669661,18328.230395692302,2366.173134445844
195,B738,generated,285.404163850645,18405.43487312067,2316.1343228510705
196,B738,generated,285.4368628513903,18481.438949838634,2280.1223015388855
197,B738,generated,285.45950983081116,18559.58602974457,2344.412397178054
198,B738,generated,285.4845961871015,18636.912353884603,2319.789724201039
199,B738,generated,285.50646708990524,18715.65335056872,2362.229900523457
200,B738,generated,285.52815907668105,18793.597408542584,2338.321739215995
201,B738,generated,285.55045271328174,18870.285448972765,2300.6412129053842
202,B738,generated,285.5791605067794,18945.699226129567,2262.41331470403
203,B738,generated,285.60974608452557,19021.91952018065,2286.608821532588
204,B738,generated,285.6377901014813,19099.057571434194,2314.141537606266
205,B738,generated,285.6581668344493,19175.142306802976,2282.5420610634446
206,B738,generated,285.6908842610472,19250.770952554314,2268.8593725401447
207,B738,generated,285.7133843871148,19327.25477802267,2294.5147640506925
208,B738,generated,285.73478176011247,19402.325865623032,2252.132628010863
209,B738,generated,285.7518378039151,19479.454535480952,2313.860095737563
210,B738,generated,285.76244743597,19555.423229642238,2279.0608248386334
211,B738,generated,285.7933803760135,19630.745056183092,2259.654796225598
212,B738,generated,285.8448722858573,19704.811848630354,2222.0037734178213
213,B738,generated,285.8769168728845,19779.60852192223,2243.9001987562974
214,B738,generated,285.93180827181646,19853.16510547859,2206.697506690806
215,B738,generated,285.97549148674875,19928.308090463634,2254.2895495513226
0,B738,generated_centroid,170.34800720214844,3364.4404296875,2812.33154296875
1,B738,generated_centroid,171.43385314941406,3458.184814453125,2812.33154296875
2,B738,generated_centroid,172.43121337890625,3515.944580078125,1732.79296875
3,B738,generated_centroid,173.42733764648438,3573.704345703125,1732.79296875
4,B738,generated_centroid,175.11766052246094,3645.02978515625,2139.76318359375
5,B738,generated_centroid,176.84713745117188,3691.798828125,1403.0712890625
6,B738,generated_centroid,178.5751953125,3738.568115234375,1403.07861328125
7,B738,generated_centroid,181.55020141601562,3799.484619140625,1827.4951171875
8,B738,generated_centroid,183.09793090820312,3849.21240234375,1491.83349609375
9,B738,generated_centroid,184.64398193359375,3898.940185546875,1491.83349609375
10,B738,generated_centroid,187.8333282470703,3979.27197265625,2409.95361328125
11,B738,generated_centroid,189.80845642089844,3999.3623046875,602.7099609375
12,B738,generated_centroid,191.7816162109375,4019.452880859375,602.71728515625
13,B738,generated_centroid,195.3520965576172,4084.206787109375,1942.6171875
14,B738,generated_centroid,197.73594665527344,4157.83984375,2208.99169921875
15,B738,generated_centroid,200.1142120361328,4231.47314453125,2208.9990234375
16,B738,generated_centroid,201.8575439453125,4254.1572265625,680.5224609375
17,B738,generated_centroid,203.6000518798828,4276.84130859375,680.5224609375
18,B738,generated_centroid,207.46893310546875,4343.51025390625,2000.068359375
19,B738,generated_centroid,209.21331787109375,4390.1826171875,1400.1708984375
20,B738,generated_centroid,210.9550323486328,4436.8544921875,1400.15625
21,B738,generated_centroid,214.3509979248047,4518.60009765625,2452.3681640625
22,B738,generated_centroid,215.90338134765625,4564.67578125,1382.2705078125
23,B738,generated_centroid,217.4530487060547,4610.7509765625,1382.255859375
24,B738,generated_centroid,218.989990234375,4654.1708984375,1302.59765625
25,B738,generated_centroid,220.52508544921875,4697.5908203125,1302.59765625
26,B738,generated_centroid,223.5718231201172,4795.396484375,2934.169921875
27,B738,generated_centroid,224.971923828125,4840.43212890625,1351.0693359375
28,B738,generated_centroid,226.3702850341797,4885.4677734375,1351.0693359375
29,B738,generated_centroid,228.9091339111328,5005.2587890625,3593.73046875
30,B738,generated_centroid,230.29490661621094,5042.6064453125,1120.4296875
31,B738,generated_centroid,231.6791534423828,5079.9541015625,1120.4296875
32,B738,generated_centroid,232.88055419921875,5192.50390625,3376.494140625
33,B738,generated_centroid,233.9738006591797,5245.54736328125,1591.3037109375
34,B738,generated_centroid,235.06529235839844,5298.5908203125,1591.3037109375
35,B738,generated_centroid,236.28919982910156,5435.10791015625,4095.5126953125
36,B738,generated_centroid,236.607421875,5518.6376953125,2505.8935546875
37,B738,generated_centroid,236.92466735839844,5602.1669921875,2505.87890625
38,B738,generated_centroid,237.85574340820312,5723.03125,3625.927734375
39,B738,generated_centroid,238.15927124023438,5804.76171875,2451.9140625
40,B738,generated_centroid,238.46188354492188,5886.49267578125,2451.9287109375
41,B738,generated_centroid,238.882568359375,5951.1884765625,1940.8740234375
42,B738,generated_centroid,239.30252075195312,6015.884765625,1940.888671875
43,B738,generated_centroid,239.17660522460938,6232.2548828125,6491.103515625
44,B738,generated_centroid,239.7353515625,6290.3720703125,1743.515625
45,B738,generated_centroid,240.29385375976562,6348.48876953125,1743.5009765625
46,B738,generated_centroid,241.66238403320312,6367.9599609375,584.1357421875
47,B738,generated_centroid,242.018798828125,6435.76416015625,2034.1259765625
48,B738,generated_centroid,242.37416076660156,6503.568359375,2034.1259765625
49,B738,generated_centroid,242.37307739257812,6599.462890625,2876.8359375
50,B738,generated_centroid,242.37200927734375,6695.35791015625,2876.8505859375
51,B738,generated_centroid,242.8756103515625,6808.4873046875,3393.8818359375
52,B738,generated_centroid,242.9207000732422,6893.498046875,2550.322265625
53,B738,generated_centroid,242.96580505371094,6978.5087890625,2550.322265625
54,B738,generated_centroid,243.23828125,7107.79248046875,3878.5107421875
55,B738,generated_centroid,243.22970581054688,7204.21826171875,2892.7734375
56,B738,generated_centroid,243.22166442871094,7300.64404296875,2892.7734375
57,B738,generated_centroid,243.45477294921875,7448.78564453125,4444.248046875
58,B738,generated_centroid,243.30421447753906,7532.3505859375,2506.9482421875
59,B738,generated_centroid,243.15249633789062,7615.916015625,2506.962890625
60,B738,generated_centroid,243.35726928710938,7784.67724609375,5062.8369140625
61,B738,generated_centroid,241.99508666992188,7857.92138671875,2197.32421875
62,B738,generated_centroid,240.635498046875,7931.16552734375,2197.32421875
63,B738,generated_centroid,240.5943145751953,8018.68408203125,2625.556640625
64,B738,generated_centroid,240.55258178710938,8106.20263671875,2625.556640625
65,B738,generated_centroid,240.34161376953125,8246.2763671875,4202.2119140625
66,B738,generated_centroid,240.38394165039062,8320.427734375,2224.541015625
67,B738,generated_centroid,240.42625427246094,8394.5791015625,2224.541015625
68,B738,generated_centroid,240.34107971191406,8552.9765625,4751.923828125
69,B738,generated_centroid,240.27650451660156,8632.42578125,2383.4765625
70,B738,generated_centroid,240.21136474609375,8711.8740234375,2383.447265625
71,B738,generated_centroid,240.25587463378906,8873.166015625,4838.759765625
72,B738,generated_centroid,240.3014678955078,8949.83984375,2300.21484375
73,B738,generated_centroid,240.3465118408203,9026.5146484375,2300.244140625
74,B738,generated_centroid,240.32424926757812,9199.068359375,5176.611328125
75,B738,generated_centroid,240.5683135986328,9275.68359375,2298.45703125
76,B738,generated_centroid,240.81155395507812,9352.2998046875,2298.486328125
77,B738,generated_centroid,242.59410095214844,9436.65234375,2530.576171875
78,B738,generated_centroid,244.37217712402344,9521.0048828125,2530.576171875
79,B738,generated_centroid,244.52902221679688,9657.884765625,4106.396484375
80,B738,generated_centroid,244.85516357421875,9732.68359375,2243.96484375
81,B738,generated_centroid,245.18087768554688,9807.4814453125,2243.935546875
82,B738,generated_centroid,245.52474975585938,9929.1005859375,3648.57421875
83,B738,generated_centroid,245.98056030273438,9992.21484375,1893.427734375
84,B738,generated_centroid,246.43603515625,10055.3291015625,1893.427734375
85,B738,generated_centroid,246.58468627929688,10189.642578125,4029.404296875
86,B738,generated_centroid,246.82888793945312,10260.619140625,2129.296875
87,B738,generated_centroid,247.0723114013672,10331.5947265625,2129.267578125
88,B738,generated_centroid,247.95004272460938,10466.1591796875,4036.93359375
89,B738,generated_centroid,248.4664764404297,10527.5390625,1841.396484375
90,B738,generated_centroid,248.98187255859375,10588.9189453125,1841.396484375
91,B738,generated_centroid,249.8789520263672,10726.64453125,4131.767578125
92,B738,generated_centroid,250.421630859375,10903.89453125,5317.5
93,B738,generated_centroid,250.95948791503906,11081.1435546875,5317.470703125
94,B738,generated_centroid,251.5101776123047,11129.611328125,1454.033203125
95,B738,generated_centroid,252.06019592285156,11178.078125,1454.00390625
96,B738,generated_centroid,252.6910858154297,11319.4052734375,4239.814453125
97,B738,generated_centroid,253.06700134277344,11384.076171875,1940.126953125
98,B738,generated_centroid,253.44236755371094,11448.748046875,1940.15625
99,B738,generated_centroid,253.7760772705078,11507.40625,1759.74609375
100,B738,generated_centroid,254.1088409423828,11566.0634765625,1759.716796875
101,B738,generated_centroid,254.38014221191406,11689.380859375,3699.521484375
102,B738,generated_centroid,255.1060333251953,11833.00390625,4308.69140625
103,B738,generated_centroid,255.38392639160156,11892.0205078125,1770.498046875
104,B738,generated_centroid,255.66104125976562,11951.037109375,1770.498046875
105,B738,generated_centroid,256.97918701171875,12063.6171875,3377.40234375
106,B738,generated_centroid,257.1400146484375,12143.783203125,2404.98046875
107,B738,generated_centroid,257.30072021484375,12223.9482421875,2404.951171875
108,B738,generated_centroid,258.4874267578125,12466.869140625,7287.626953125
109,B738,generated_centroid,259.6627502441406,12709.791015625,7287.65625
110,B738,generated_centroid,260.102294921875,12762.7353515625,1588.330078125
111,B738,generated_centroid,260.54107666015625,12815.6796875,1588.330078125
112,B738,generated_centroid,260.9941711425781,12972.779296875,4712.98828125
113,B738,generated_centroid,261.4179992675781,13026.6025390625,1614.697265625
114,B738,generated_centroid,261.8406677246094,13080.42578125,1614.697265625
115,B738,generated_centroid,262.3670349121094,13184.009765625,3107.51953125
116,B738,generated_centroid,262.5508728027344,13239.32421875,1659.43359375
117,B738,generated_centroid,262.73455810546875,13294.6376953125,1659.404296875
118,B738,generated_centroid,263.4359130859375,13464.5322265625,5096.8359375
119,B738,generated_centroid,263.67095947265625,13535.103515625,2117.138671875
120,B738,generated_centroid,263.9052734375,13605.67578125,2117.16796875
121,B738,generated_centroid,265.0550537109375,13723.2109375,3526.0546875
122,B738,generated_centroid,265.36187744140625,13794.966796875,2152.67578125
123,B738,generated_centroid,265.6683349609375,13866.7216796875,2152.646484375
124,B738,generated_centroid,267.7394714355469,14370.275390625,15106.611328125
125,B738,generated_centroid,268.5467529296875,14424.9736328125,1640.947265625
126,B738,generated_centroid,269.3525695800781,14479.671875,1640.947265625
127,B738,generated_centroid,269.8874816894531,14546.04296875,1991.1328125
128,B738,generated_centroid,270.42181396484375,14612.4150390625,1991.162109375
129,B738,generated_centroid,271.44842529296875,14715.861328125,3103.388671875
130,B738,generated_centroid,272.1714172363281,14764.30078125,1453.18359375
131,B738,generated_centroid,272.8929748535156,14812.740234375,1453.18359375
132,B738,generated_centroid,274.0892639160156,14918.71484375,3179.23828125
133,B738,generated_centroid,274.99456787109375,14966.07421875,1420.78125
134,B738,generated_centroid,275.8988037109375,15013.4345703125,1420.810546875
135,B738,generated_centroid,276.9484558105469,15142.96875,3886.025390625
136,B738,generated_centroid,277.9307861328125,15185.818359375,1285.48828125
137,B738,generated_centroid,278.9119873046875,15228.66796875,1285.48828125
138,B738,generated_centroid,279.9139709472656,15357.4873046875,3864.580078125
139,B738,generated_centroid,280.6634826660156,15539.146484375,5449.775390625
140,B738,generated_centroid,281.40728759765625,15720.8056640625,5449.775390625
141,B738,generated_centroid,281.9618835449219,15770.3876953125,1487.4609375
142,B738,generated_centroid,282.515380859375,15819.9697265625,1487.4609375
143,B738,generated_centroid,284.2359619140625,15944.173828125,3726.123046875
144,B738,generated_centroid,284.5092468261719,16008.56640625,1931.77734375
145,B738,generated_centroid,284.78228759765625,16072.9599609375,1931.806640625
146,B738,generated_centroid,286.3581237792969,16198.14453125,3755.537109375
147,B738,generated_centroid,286.9131774902344,16250.8232421875,1580.361328125
148,B738,generated_centroid,287.46710205078125,16303.501953125,1580.361328125
149,B738,generated_centroid,288.4154357910156,16404.2734375,3023.14453125
150,B738,generated_centroid,288.8545837402344,16458.27734375,1620.1171875
151,B738,generated_centroid,289.2934875488281,16512.283203125,1620.17578125
152,B738,generated_centroid,289.892822265625,16698.193359375,5577.3046875
153,B738,generated_centroid,290.2569580078125,16754.68359375,1694.70703125
154,B738,generated_centroid,290.6202087402344,16811.173828125,1694.70703125
155,B738,generated_centroid,291.2373962402344,16861.794921875,1518.6328125
156,B738,generated_centroid,291.8537292480469,16912.416015625,1518.6328125
157,B738,generated_centroid,292.0587463378906,16972.578125,1804.86328125
158,B738,generated_centroid,292.2631530761719,17032.73828125,1804.8046875
159,B738,generated_centroid,292.6876220703125,17192.818359375,4802.40234375
160,B738,generated_centroid,293.0335998535156,17324.2265625,3942.24609375
161,B738,generated_centroid,293.3778381347656,17386.21484375,1859.6484375
162,B738,generated_centroid,293.72119140625,17448.205078125,1859.70703125
163,B738,generated_centroid,293.5777587890625,17562.416015625,3426.328125
164,B738,generated_centroid,293.6958923339844,17640.0390625,2328.69140625
165,B738,generated_centroid,293.8130798339844,17717.6640625,2328.75
166,B738,generated_centroid,293.7181091308594,17833.1015625,3463.125
167,B738,generated_centroid,293.69635009765625,17923.275390625,2705.21484375
168,B738,generated_centroid,293.6741638183594,18013.44921875,2705.21484375
169,B738,generated_centroid,293.3409423828125,18141.693359375,3847.32421875
170,B738,generated_centroid,293.30047607421875,18161.17578125,584.47265625
171,B738,generated_centroid,293.25958251953125,18180.658203125,584.47265625
172,B738,generated_centroid,293.2186584472656,18200.140625,584.47265625
173,B738,generated_centroid,293.1292419433594,18278.83203125,2360.7421875
174,B738,generated_centroid,292.9868469238281,18375.05078125,2886.5625
175,B738,generated_centroid,292.843994140625,18471.267578125,2886.50390625
176,B738,generated_centroid,292.6951904296875,18590.564453125,3578.90625
177,B738,generated_centroid,292.4544982910156,18662.8671875,2169.08203125
178,B738,generated_centroid,292.213623046875,18735.171875,2169.140625
179,B738,generated_centroid,291.93994140625,18866.0,3924.84375
180,B738,generated_centroid,291.2884216308594,19036.548828125,5116.46484375
181,B738,generated_centroid,291.24725341796875,19083.51953125,1409.12109375
182,B738,generated_centroid,291.2060546875,19130.48828125,1409.0625
183,B738,generated_centroid,290.5654296875,19232.544921875,3061.69921875
184,B738,generated_centroid,289.9256591796875,19334.6015625,3061.69921875
185,B738,generated_centroid,289.80194091796875,19460.9609375,3790.78125
186,B738,generated_centroid,289.4142761230469,19466.25,158.671875
187,B738,generated_centroid,289.0265197753906,19471.541015625,158.73046875
188,B738,generated_centroid,288.61700439453125,19562.30078125,2722.79296875
189,B738,generated_centroid,288.0372009277344,19666.818359375,3135.52734375
190,B738,generated_centroid,287.45758056640625,19771.3359375,3135.52734375
191,B738,generated_centroid,287.3396301269531,19838.201171875,2005.95703125
192,B738,generated_centroid,287.2211608886719,19905.06640625,2005.95703125
0,A321,generated,159.3794203134758,3380.918718761436,1908.087419249618
1,A321,generated,160.71139714577046,3444.5216327364237,1908.087419249618
2,A321,generated,162.08614889133244,3493.3627712770294,1465.234156218177
3,A321,generated,163.43471435228335,3540.1890695731167,1404.7889488826215
4,A321,generated,165.22860946189118,3595.342011989741,1654.588272498727
5,A321,generated,166.9818156450198,3646.6672441595197,1539.7569650933601
6,A321,generated,168.59716166206871,3694.8386838955694,1445.1431920814903
7,A321,generated,170.58741498818952,3743.773000122816,1468.0294868174008
