,Data_origin,Typecode,Vertical_Rate
248,Historical Data,A320,2198.3999999999996
249,Historical Data,A320,2332.32
250,Historical Data,A320,2082.6133333333332
251,Historical Data,A320,2666.453333333333
252,Historical Data,A320,2418.2826666666665
253,Historical Data,A320,2474.4
254,Historical Data,A321,1809.9946666666667
255,Historical Data,A321,2216.693333333333
256,Historical Data,A321,1770.8525714285715
257,Historical Data,A321,2506.3466666666664
258,Historical Data,A321,2434.08
259,Historical Data,A318,2186.08
260,Historical Data,A318,2398.773333333333
261,Historical Data,A320,2337.1306666666665
262,Historical Data,A320,1938.769523809524
263,Historical Data,A320,2107.84
264,Historical Data,A320,2070.634666666667
265,Historical Data,A320,1632.0106666666666
266,Historical Data,A321,2098.773333333333
267,Historical Data,A321,2188.693333333333
268,Historical Data,A321,2079.9466666666667
269,Historical Data,A320,2279.253333333333
270,Historical Data,A320,2230.133333333333
271,Historical Data,A321,2013.8666666666666
272,Historical Data,A321,2002.8266666666668
273,Historical Data,A321,2221.44
274,Historical Data,A320,2114.4533333333334
275,Historical Data,A321,1895.84
276,Historical Data,A321,2000.64
277,Historical Data,A318,2238.186666666667
278,Historical Data,A318,2489.1733333333336
279,Historical Data,A321,1978.5737142857145
280,Historical Data,A321,2336.7146666666663
281,Historical Data,A318,2222.72
282,Historical Data,A318,2066.6133333333332
283,Historical Data,A318,2450.5066666666667
284,Historical Data,A318,2251.146666666666
285,Historical Data,A320,2115.893333333333
286,Historical Data,A321,2221.4933333333333
287,Historical Data,A321,2104.7466666666664
288,Historical Data,A320,2020.5866666666668
289,Historical Data,A321,2167.84
290,Historical Data,A321,2102.933333333333
291,Historical Data,A318,2155.8933333333334
292,Historical Data,A318,2513.3333333333335
293,Historical Data,A320,2462.026666666666
294,Historical Data,A320,2607.9466666666667
295,Historical Data,A320,2433.525333333333
296,Historical Data,A320,2422.9866666666667
297,Historical Data,A318,2311.733333333333
298,Historical Data,A318,2413.309333333333
299,Historical Data,A320,2210.133333333333
300,Historical Data,A320,1870.5279999999998
301,Historical Data,A320,2114.933333333334
302,Historical Data,A320,2072.8266666666664
303,Historical Data,A318,2567.829333333333
304,Historical Data,A318,2636.3093333333336
305,Historical Data,A320,1906.72
306,Historical Data,A320,1211.697435897436
307,Historical Data,A320,1960.2133333333334
308,Historical Data,A320,2400.128
309,Historical Data,A321,2206.56
310,Historical Data,A320,2438.4
311,Historical Data,A320,2374.773333333333
312,Historical Data,A321,2120.0
313,Historical Data,A318,2522.56
314,Historical Data,A318,2605.7333333333336
315,Historical Data,A318,2169.6
316,Historical Data,A320,2136.4266666666667
317,Historical Data,A320,2384.9066666666668
318,Historical Data,A320,2270.453333333334
319,Historical Data,A318,2371.4666666666667
320,Historical Data,A318,2361.8133333333335
321,Historical Data,A320,1971.6266666666666
322,Historical Data,A320,2263.767619047619
323,Historical Data,A318,2577.653333333333
324,Historical Data,A318,2640.9066666666668
325,Historical Data,A318,2253.76
326,Historical Data,A318,2514.965333333333
327,Historical Data,A318,2255.6495238095235
328,Historical Data,A318,2560.586666666667
329,Historical Data,A318,2381.1733333333336
330,Historical Data,A320,2486.3466666666664
331,Historical Data,A318,2393.92
332,Historical Data,A318,2756.4933333333333
333,Historical Data,A318,2506.2613333333334
334,Historical Data,A318,2709.546666666666
335,Historical Data,A318,2168.1706666666664
336,Historical Data,A318,2349.76
337,Historical Data,A318,2490.0906666666665
338,Historical Data,A318,2463.2853333333333
339,Historical Data,A320,2087.4666666666667
340,Historical Data,A320,1887.7333333333331
341,Historical Data,A320,1935.7866666666666
342,Historical Data,A320,2030.6133333333335
343,Historical Data,A321,2129.3333333333335
344,Historical Data,A321,2417.7066666666665
345,Historical Data,A318,2445.6
346,Historical Data,A320,2135.0186666666664
347,Historical Data,A320,2320.586666666667
348,Historical Data,A320,2246.186666666667
349,Historical Data,A320,2208.16
350,Historical Data,A320,2428.5333333333338
351,Historical Data,A321,1931.2
352,Historical Data,A321,1920.6933333333334
353,Historical Data,A320,2248.32
354,Historical Data,A321,1866.9653333333333
355,Historical Data,A320,2371.84
356,Historical Data,A320,1908.8266666666666
357,Historical Data,A320,2420.3733333333334
358,Historical Data,A320,2108.8
359,Historical Data,A321,1884.0533333333335
360,Historical Data,A321,2074.8266666666664
361,Historical Data,A321,2222.08
362,Historical Data,A321,1818.9333333333334
363,Historical Data,A321,1839.253333333333
364,Historical Data,A321,2099.413333333333
365,Historical Data,A321,1995.5733333333335
366,Historical Data,A321,1931.5466666666669
367,Historical Data,A321,2000.0533333333335
368,Historical Data,A320,1918.56
369,Historical Data,A320,1873.6533333333334
370,Historical Data,A320,2215.0933333333332
371,Historical Data,A321,1936.0
372,Historical Data,A321,1874.6666666666665
373,Historical Data,A321,1816.5973333333334
374,Historical Data,A321,1781.706666666667
375,Historical Data,A321,1934.5066666666667
376,Historical Data,A321,2283.626666666667
377,Historical Data,A321,1945.6
378,Historical Data,A320,2185.173333333333
379,Historical Data,A320,2160.746666666667
380,Historical Data,A318,2199.36
381,Historical Data,A320,2118.1333333333337
382,Historical Data,A318,2465.3226666666665
383,Historical Data,A318,2840.32
384,Historical Data,A320,2254.933333333333
385,Historical Data,A320,2502.6133333333337
386,Historical Data,A320,2192.8
387,Historical Data,A321,2136.1457777777778
388,Historical Data,A321,2114.2933333333335
389,Historical Data,A321,1941.8666666666668
390,Historical Data,A320,2098.6133333333332
391,Historical Data,A320,2009.4826666666665
392,Historical Data,A321,1720.4586666666667
393,Historical Data,A318,2196.853333333333
394,Historical Data,A318,2199.8133333333335
395,Historical Data,A318,2387.996862745098
396,Historical Data,A320,2318.9866666666667
397,Historical Data,A318,2266.56
398,Historical Data,A321,1907.0506666666665
399,Historical Data,A318,1942.506666666667
400,Historical Data,A318,2228.0
401,Historical Data,A318,1884.0
402,Historical Data,A318,2254.2506666666663
403,Historical Data,A318,2202.6133333333332
404,Historical Data,A320,2023.1466666666665
405,Historical Data,A320,2009.9733333333334
406,Historical Data,A320,2316.0
407,Historical Data,A321,1859.0933333333332
408,Historical Data,A321,2120.32
409,Historical Data,A320,2222.9866666666667
410,Historical Data,A321,1780.64
411,Historical Data,A321,1861.76
412,Historical Data,A320,2164.9066666666668
413,Historical Data,A320,2443.253333333333
414,Historical Data,A318,2096.9066666666668
415,Historical Data,A318,1994.506666666667
416,Historical Data,A318,2242.666666666666
417,Historical Data,A318,1836.2666666666669
418,Historical Data,A318,2251.2533333333336
419,Historical Data,A318,2712.213333333333
420,Historical Data,A320,2372.4266666666667
421,Historical Data,A320,2220.266666666667
422,Historical Data,A320,1982.4533333333331
423,Historical Data,A320,2219.7333333333336
424,Historical Data,A320,2392.16
425,Historical Data,A320,2114.4
426,Historical Data,A320,2100.693333333333
427,Historical Data,A320,1867.8857142857141
428,Historical Data,A320,2097.3333333333335
429,Historical Data,A318,2230.773333333333
430,Historical Data,A320,2144.7253333333333
431,Historical Data,A320,2309.4400000000005
432,Historical Data,A320,2340.373333333333
433,Historical Data,A320,2050.9866666666667
434,Historical Data,A320,1986.8053333333332
435,Historical Data,A318,2389.4506666666666
436,Historical Data,A318,2526.7733333333335
437,Historical Data,A318,2181.0133333333333
438,Historical Data,A318,2496.8533333333335
439,Historical Data,A318,2274.0266666666666
440,Historical Data,A318,2368.8
441,Historical Data,A318,2635.0933333333337
442,Historical Data,A318,2461.973333333334
443,Historical Data,A318,2340.0
444,Historical Data,A320,1820.32
445,Historical Data,A320,1946.0266666666669
446,Historical Data,A320,2166.6133333333332
447,Historical Data,A321,1829.44
448,Historical Data,A321,1755.1466666666665
449,Historical Data,A321,1924.8
450,Historical Data,A321,1970.56
451,Historical Data,A321,1856.64
452,Historical Data,A321,2065.1733333333336
453,Historical Data,A318,2346.186666666667
454,Historical Data,A318,2367.04
455,Historical Data,A320,2157.28
456,Historical Data,A320,1992.3733333333332
457,Historical Data,A320,2056.8533333333335
458,Historical Data,A320,2285.28
459,Historical Data,A320,1809.5466666666666
460,Historical Data,A320,2176.8533333333335
461,Historical Data,A320,2017.12
462,Historical Data,A320,2118.4
463,Historical Data,A320,2297.866666666667
464,Historical Data,A318,2133.866666666667
465,Historical Data,A318,2214.048
466,Historical Data,A318,2336.48
467,Historical Data,A318,2665.2586666666666
468,Historical Data,A320,2344.32
469,Historical Data,A320,2050.0800000000004
470,Historical Data,A320,2182.453333333334
471,Historical Data,A320,2270.9333333333334
472,Historical Data,A320,1983.5413333333333
473,Historical Data,A320,2121.9733333333334
474,Historical Data,A320,2021.5999999999997
475,Historical Data,A318,2402.72
476,Historical Data,A318,2353.066666666667
477,Historical Data,A318,2383.4666666666662
478,Historical Data,A320,2000.5066666666667
479,Historical Data,A320,1869.4399999999996
480,Historical Data,A318,2227.626666666667
481,Historical Data,A318,2091.0506666666665
482,Historical Data,A318,2308.1866666666665
483,Historical Data,A320,2002.0266666666669
484,Historical Data,A320,2204.96
485,Historical Data,A320,1903.52
486,Historical Data,A320,2094.8799999999997
487,Historical Data,A320,2114.346666666667
488,Historical Data,A320,2036.0380952380954
489,Historical Data,A320,2133.066666666667
490,Historical Data,A320,2098.9866666666667
491,Historical Data,A320,1741.5893333333336
492,Historical Data,A320,2043.6533333333332
493,Historical Data,A320,2407.04
494,Historical Data,A320,1759.7866666666669
495,Historical Data,A320,1975.36
496,Historical Data,A320,1886.3893333333335
497,Historical Data,A321,1832.0
498,Historical Data,A320,2302.293333333333
499,Historical Data,A320,2102.133333333333
500,Historical Data,A320,2294.08
501,Historical Data,A321,2134.24
502,Historical Data,A321,1868.1066666666668
503,Historical Data,A321,2013.1733333333332
504,Historical Data,A321,1796.8960000000004
505,Historical Data,A318,2320.0
506,Historical Data,A320,2210.56
507,Historical Data,A320,2635.253333333333
508,Historical Data,A320,2347.3066666666664
509,Historical Data,A320,2403.1466666666665
510,Historical Data,A320,2192.64
511,Historical Data,A321,1998.88
512,Historical Data,A318,2164.565333333334
513,Historical Data,A321,2082.453333333334
514,Historical Data,A321,2247.9466666666667
515,Historical Data,A320,2284.9066666666663
516,Historical Data,A320,2317.1733333333336
517,Historical Data,A321,1898.8373333333332
518,Historical Data,A318,2332.3733333333334
519,Historical Data,A320,1989.6
520,Historical Data,A320,2234.64
521,Historical Data,A320,2023.0399999999997
522,Historical Data,A320,2514.5066666666667
523,Historical Data,A318,2518.453333333333
524,Historical Data,A318,2254.773333333333
525,Historical Data,A318,2215.4666666666667
526,Historical Data,A318,2194.08
527,Historical Data,A320,1972.8533333333332
528,Historical Data,A320,2025.013333333333
529,Historical Data,A318,2303.893333333333
530,Historical Data,A318,2276.32
531,Historical Data,A318,2646.72
532,Historical Data,A318,2546.1973333333335
533,Historical Data,A318,2826.9866666666667
534,Historical Data,A318,2672.693333333333
535,Historical Data,A318,2478.4
536,Historical Data,A318,2734.88
537,Historical Data,A318,2421.226666666667
538,Historical Data,A318,2182.4533333333334
539,Historical Data,A318,2357.12
540,Historical Data,A318,2448.5333333333333
541,Historical Data,A320,2000.5866666666666
542,Historical Data,A318,2360.5333333333338
543,Historical Data,A318,2288.853333333333
544,Historical Data,A320,2524.64
545,Historical Data,A320,2134.5813333333335
546,Historical Data,A320,1832.6933333333334
547,Historical Data,A320,1788.9066666666665
548,Historical Data,A320,1972.7733333333335
549,Historical Data,A320,1931.9733333333334
550,Historical Data,A320,1926.88
551,Historical Data,A320,1768.8533333333335
552,Historical Data,A321,1687.192380952381
553,Historical Data,A318,2658.96
554,Historical Data,A320,1875.4559999999997
555,Historical Data,A318,2832.4159999999997
556,Historical Data,A320,2377.4933333333333
557,Historical Data,A320,2041.8933333333334
558,Historical Data,A320,2080.2666666666664
559,Historical Data,A320,2164.1813333333334
560,Historical Data,A321,2525.0133333333333
561,Historical Data,A320,2585.2266666666665
562,Historical Data,A320,2211.12
563,Historical Data,A320,2393.12
564,Historical Data,A321,2098.133333333333
565,Historical Data,A321,1819.5733333333335
566,Historical Data,A321,2053.0133333333333
567,Historical Data,A318,2166.7200000000003
568,Historical Data,A318,2464.0533333333333
569,Historical Data,A318,2021.0986666666663
570,Historical Data,A320,2107.786666666667
571,Historical Data,A320,2154.8266666666664
572,Historical Data,A320,2369.653333333333
573,Historical Data,A320,2281.12
574,Historical Data,A320,2375.68
575,Historical Data,A321,2053.0933333333332
576,Historical Data,A320,2158.133333333333
577,Historical Data,A318,2338.56
578,Historical Data,A320,2187.5733333333333
579,Historical Data,A318,2568.917333333333
580,Historical Data,A318,2321.92
581,Historical Data,A318,2284.6400000000003
582,Historical Data,A320,1971.9466666666665
583,Historical Data,A321,2045.4933333333333
584,Historical Data,A320,1736.4373333333333
585,Historical Data,A320,2002.0266666666669
586,Historical Data,A320,2161.653333333333
587,Historical Data,A320,2032.426666666667
588,Historical Data,A320,2168.373333333333
589,Historical Data,A320,1939.9418181818182
590,Historical Data,A318,2308.853333333333
591,Historical Data,A318,2089.8133333333335
592,Historical Data,A318,2747.9466666666667
593,Historical Data,A318,2337.44
594,Historical Data,A320,2188.2133333333336
595,Historical Data,A320,2261.92
596,Historical Data,A320,2188.8533333333335
597,Historical Data,A318,2523.04
598,Historical Data,A320,2052.0
599,Historical Data,A320,2142.6133333333332
600,Historical Data,A320,2126.72
601,Historical Data,A320,2255.9466666666667
602,Historical Data,A320,2446.24
603,Historical Data,A320,2105.9733333333334
604,Historical Data,A318,2392.170666666667
605,Historical Data,A318,2272.9066666666668
606,Historical Data,A318,2197.813333333333
607,Historical Data,A318,2346.293333333333
608,Historical Data,A318,2126.738666666666
609,Historical Data,A318,2123.306666666667
610,Historical Data,A320,2058.918787878788
611,Historical Data,A320,2109.3226666666665
612,Historical Data,A320,1608.1066666666668
613,Historical Data,A321,1818.7786666666666
614,Historical Data,A321,1831.7866666666669
615,Historical Data,A318,2428.693333333333
616,Historical Data,A318,2352.6819047619047
617,Historical Data,A318,1936.5333333333335
618,Historical Data,A320,1886.6346666666668
619,Historical Data,A320,2383.306666666667
620,Historical Data,A320,1960.4266666666663
621,Historical Data,A318,2506.88
622,Historical Data,A318,2422.08
623,Historical Data,A318,2413.1733333333336
624,Historical Data,A320,2094.56
625,Historical Data,A318,2270.6133333333332
626,Historical Data,A318,2209.1626666666666
627,Historical Data,A318,2256.8
628,Historical Data,A318,2142.88
629,Historical Data,A318,2321.173333333333
630,Historical Data,A318,2116.8533333333335
631,Historical Data,A318,2309.9733333333334
632,Historical Data,A318,2504.2666666666664
633,Historical Data,A320,2119.893333333333
634,Historical Data,A320,2211.786666666667
635,Historical Data,A320,2314.4533333333334
636,Historical Data,A321,2487.04
637,Historical Data,A318,2674.7626666666674
638,Historical Data,A318,2665.4933333333333
639,Historical Data,A318,2066.8693333333335
640,Historical Data,A320,2195.9466666666667
641,Historical Data,A321,2041.2373333333335
642,Historical Data,A320,2311.68
643,Historical Data,A320,1882.8266666666668
644,Historical Data,A320,2208.346666666667
645,Historical Data,A321,1900.8533333333335
646,Historical Data,A318,2326.666666666667
647,Historical Data,A318,2523.786666666667
648,Historical Data,A320,1695.3706666666665
649,Historical Data,A320,2255.413333333333
650,Historical Data,A321,2100.48
651,Historical Data,A321,1999.3066666666668
652,Historical Data,A321,1775.7706666666666
653,Historical Data,A318,2528.7644444444445
654,Historical Data,A320,2213.333333333333
655,Historical Data,A320,2130.4
656,Historical Data,A320,2280.8
657,Historical Data,A320,1995.253333333333
658,Historical Data,A320,2101.92
659,Historical Data,A320,2023.0666666666666
660,Historical Data,A320,2227.751111111111
661,Historical Data,A320,2286.133333333333
662,Historical Data,A318,2439.7973333333334
663,Historical Data,A318,2452.96
664,Historical Data,A320,2051.050666666667
665,Historical Data,A320,2332.64
666,Historical Data,A320,2236.106666666667
667,Historical Data,A320,2089.28
668,Historical Data,A320,927.7973333333334
669,Historical Data,A320,2135.3333333333335
670,Historical Data,A320,2103.733333333333
671,Historical Data,A321,1968.96
672,Historical Data,A321,2014.3786666666665
673,Historical Data,A318,1852.7893333333332
674,Historical Data,A318,2192.4266666666667
675,Historical Data,A318,2491.5733333333333
676,Historical Data,A318,2111.7333333333336
677,Historical Data,A318,2228.1813333333334
678,Historical Data,A318,2207.4346666666665
679,Historical Data,A320,2080.106666666667
680,Historical Data,A320,2248.3520000000003
681,Historical Data,A320,2162.08
682,Historical Data,A318,1959.872
683,Historical Data,A318,2233.066666666666
684,Historical Data,A318,2182.4
685,Historical Data,A318,2391.8933333333334
686,Historical Data,A318,2107.5733333333333
687,Historical Data,A320,2020.8000000000002
688,Historical Data,A320,1886.0
689,Historical Data,A320,2094.08
690,Historical Data,A320,2425.2799999999997
691,Historical Data,A320,1745.12
692,Historical Data,A320,1888.7199999999998
693,Historical Data,A318,2344.96
694,Historical Data,A320,1979.0933333333332
695,Historical Data,A320,2055.36
696,Historical Data,A320,2063.733333333333
697,Historical Data,A320,2052.0000000000005
698,Historical Data,A320,1953.8666666666666
699,Historical Data,A320,2321.333333333334
700,Historical Data,A321,2444.4266666666667
701,Historical Data,A321,2448.2986666666666
702,Historical Data,A318,2203.2533333333336
703,Historical Data,A320,2159.893333333334
704,Historical Data,A320,2064.0533333333333
705,Historical Data,A320,1947.8933333333334
706,Historical Data,A320,1932.5333333333335
707,Historical Data,A320,2001.013333333333
708,Historical Data,A320,2008.5866666666668
709,Historical Data,A320,1438.869333333333
710,Historical Data,A320,1968.1706666666664
711,Historical Data,A318,2187.36
712,Historical Data,A320,1906.773333333333
713,Historical Data,A320,1519.7745454545457
714,Historical Data,A320,2050.88
715,Historical Data,A320,1978.0266666666666
716,Historical Data,A318,2327.9466666666667
717,Historical Data,A318,2304.6933333333336
718,Historical Data,A320,1961.2114285714283
719,Historical Data,A320,2273.92
720,Historical Data,A320,2437.9733333333334
721,Historical Data,A320,2026.9333333333332
722,Historical Data,A320,2469.7599999999998
723,Historical Data,A320,2069.68
724,Historical Data,A320,2218.133333333333
725,Historical Data,A321,1878.72
726,Historical Data,A318,2262.1866666666665
727,Historical Data,A318,2193.0133333333333
728,Historical Data,A318,2119.1466666666665
729,Historical Data,A318,2233.706666666667
730,Historical Data,A320,2204.0
731,Historical Data,A320,2080.1386666666667
732,Historical Data,A320,2053.8133333333335
733,Historical Data,A320,1999.0933333333335
734,Historical Data,A320,2023.36
735,Historical Data,A320,2476.16
736,Historical Data,A320,2401.92
737,Historical Data,A320,2439.9466666666667
738,Historical Data,A320,1931.2853333333333
739,Historical Data,A320,1935.8666666666668
740,Historical Data,A320,2651.146666666667
741,Historical Data,A318,2170.56
742,Historical Data,A318,2216.770666666667
743,Historical Data,A320,2068.0000000000005
744,Historical Data,A320,2081.28
745,Historical Data,A320,2094.453333333333
