,typecode,generated,CAS,altitude
47,B738,generated,241.14572688293458,6759.971735687256
48,B738,generated,241.5269380264282,6853.463925964355
49,B738,generated,241.92112577819825,6947.8551494293215
50,B738,generated,242.3422752685547,7038.150950538636
51,B738,generated,242.69272941589355,7135.863676700592
52,B738,generated,242.91785779571532,7231.660689727783
53,B738,generated,243.22925843048097,7327.530674438476
54,B738,generated,243.6211334915161,7418.018166229248
55,B738,generated,243.93691718292237,7511.69436013794
56,B738,generated,244.22550783538819,7607.416267944336
57,B738,generated,244.46106301116944,7705.30289086914
58,B738,generated,244.72662758636474,7801.778897277832
59,B738,generated,244.9172747192383,7894.984690429687
60,B738,generated,245.1274723739624,7990.854213134766
61,B738,generated,245.438633354187,8076.889852478027
62,B738,generated,245.57445624542237,8174.141584106445
63,B738,generated,245.793166305542,8263.06142614746
64,B738,generated,245.98969121932984,8352.712797363281
65,B738,generated,246.19753630828856,8441.372294677734
66,B738,generated,246.3795655822754,8530.589698120117
67,B738,generated,246.53071014213563,8622.286641601562
68,B738,generated,246.7268206539154,8712.550419433594
69,B738,generated,246.9449854183197,8804.365870117188
70,B738,generated,247.10558215141296,8895.073010253906
71,B738,generated,247.33319485473632,8991.635482910156
72,B738,generated,247.4397664299011,9083.654127441407
73,B738,generated,247.5733794441223,9173.589431640625
74,B738,generated,247.8168372364044,9257.441638671875
75,B738,generated,247.99084031486512,9343.806872070312
76,B738,generated,248.13809507751463,9431.2887890625
77,B738,generated,248.2880041179657,9520.715141601562
78,B738,generated,248.48455777931213,9606.129966308594
79,B738,generated,248.70379383659363,9690.850767578126
80,B738,generated,248.8726490135193,9778.386533691406
81,B738,generated,249.05553726196288,9864.357621582032
82,B738,generated,249.29912760734558,9942.752165527343
83,B738,generated,249.61482110977173,10021.28489794922
84,B738,generated,249.91808419036866,10101.342134765626
85,B738,generated,250.2160773010254,10182.191682617187
86,B738,generated,250.56028841018676,10264.733151367187
87,B738,generated,250.93305838394164,10344.599104003906
88,B738,generated,251.34017783355714,10422.412024902344
89,B738,generated,251.86319005584716,10496.854208984376
90,B738,generated,252.40459949493408,10570.88214892578
91,B738,generated,252.86094651031493,10646.899490234375
92,B738,generated,253.43950128936768,10713.828609375
93,B738,generated,254.08795987701416,10786.340294433594
94,B738,generated,254.65762022399903,10852.233744140625
95,B738,generated,255.32822354125977,10927.2724609375
96,B738,generated,256.03124909973144,11002.866244628905
97,B738,generated,256.72757938385007,11073.702521972657
98,B738,generated,257.4747525177002,11140.762626953125
99,B738,generated,258.1943460083008,11207.776173339844
100,B738,generated,258.8508566131592,11277.030916503907
101,B738,generated,259.6248267745972,11340.676475585937
102,B738,generated,260.3815007171631,11405.928146484375
103,B738,generated,261.0579221496582,11471.317310058594
104,B738,generated,261.77680322265627,11538.560145019532
105,B738,generated,262.51546899414063,11605.318622070312
106,B738,generated,263.258084274292,11666.986301269531
107,B738,generated,264.05296452331544,11728.331125488281
108,B738,generated,264.81261576843264,11791.4587265625
109,B738,generated,265.52380447387696,11853.931026367187
110,B738,generated,266.30809422302247,11917.954200683595
111,B738,generated,266.96051994323733,11984.609319824218
112,B738,generated,267.62741105651855,12051.358127929687
113,B738,generated,268.155783203125,12119.574169921874
114,B738,generated,268.8183100891113,12186.936426513672
115,B738,generated,269.5162909927368,12259.88572314453
116,B738,generated,269.990308555603,12327.958255859376
117,B738,generated,270.61164965820313,12402.443560058593
118,B738,generated,271.164359375,12471.967502929687
119,B738,generated,271.66694512176514,12538.872571533204
120,B738,generated,272.23659078979495,12610.71622265625
121,B738,generated,272.7959559783936,12683.380641174317
122,B738,generated,273.35873331451415,12756.348614624023
123,B738,generated,273.84408851623533,12824.619563720704
124,B738,generated,274.36279930877686,12891.435786621094
125,B738,generated,274.82515063476563,12964.877433105468
126,B738,generated,275.22425188446044,13037.646369628907
127,B738,generated,275.610899520874,13109.05778564453
128,B738,generated,276.0102744750977,13181.62861328125
129,B738,generated,276.3972196807861,13257.50365283203
130,B738,generated,276.8213808746338,13331.735905273437
131,B738,generated,277.27657527923583,13403.467395507812
132,B738,generated,277.6289060440063,13479.338915527343
133,B738,generated,278.01953186035155,13551.877966796876
134,B738,generated,278.51008340454104,13621.408270507813
135,B738,generated,278.840761428833,13698.899930664062
136,B738,generated,279.1172326889038,13775.101908203125
137,B738,generated,279.48990357208254,13848.371735839844
138,B738,generated,279.7765215606689,13921.597504882813
139,B738,generated,280.0856040878296,13998.800822753907
140,B738,generated,280.4443079986572,14074.32465234375
141,B738,generated,280.7711486968994,14144.6902265625
142,B738,generated,281.04220042419433,14218.667297851562
143,B738,generated,281.26074361419677,14296.853888671874
144,B738,generated,281.37539617156983,14373.828972167968
145,B738,generated,281.4923150405884,14450.508361328126
146,B738,generated,281.7185689849853,14529.21669140625
147,B738,generated,281.98520500183105,14601.534844726562
148,B738,generated,282.21766566467284,14673.805711914063
149,B738,generated,282.29347470092773,14756.81505859375
150,B738,generated,282.4784884033203,14835.62376513672
151,B738,generated,282.61547355651857,14912.223612792968
152,B738,generated,282.77691525268557,14990.883315429688
153,B738,generated,282.9650618133545,15067.552587402344
154,B738,generated,283.14548710632323,15145.473695800782
155,B738,generated,283.2860168609619,15221.7486484375
156,B738,generated,283.46712539672853,15294.240493652344
157,B738,generated,283.6627472229004,15374.971564453124
158,B738,generated,283.8061019287109,15453.982245117188
159,B738,generated,283.93853689575195,15529.760259277344
160,B738,generated,284.08801014709474,15604.171520996093
161,B738,generated,284.2057916870117,15678.087841308594
162,B738,generated,284.3307973022461,15753.304891113281
163,B738,generated,284.5012417755127,15827.920295898437
164,B738,generated,284.61296252441406,15909.468026367187
165,B738,generated,284.7349071655273,15988.372545410157
166,B738,generated,284.85832037353515,16065.006020019531
167,B738,generated,284.9522230834961,16142.924318847656
168,B738,generated,285.03841523742676,16222.61673486328
169,B738,generated,285.16992347717286,16301.651893554688
170,B738,generated,285.28357331848144,16379.394826171874
171,B738,generated,285.3486005859375,16458.005396484376
172,B738,generated,285.40679736328127,16538.55441845703
173,B738,generated,285.468639755249,16619.198466308593
174,B738,generated,285.52891192626953,16699.52487402344
175,B738,generated,285.54351124572753,16777.216205566405
176,B738,generated,285.57532540893556,16854.64910644531
177,B738,generated,285.78363676452636,16923.558377807618
178,B738,generated,285.8171421813965,17000.265226257325
179,B738,generated,285.86330717468263,17078.87578430176
180,B738,generated,285.935025314331,17152.27023400879
181,B738,generated,286.0240728759766,17226.76583996582
182,B738,generated,286.07547103881836,17302.265770751954
183,B738,generated,286.1052631530762,17383.019348388672
184,B738,generated,286.17298625183105,17462.19986730957
185,B738,generated,286.232440032959,17539.284506225587
186,B738,generated,286.2730716094971,17621.31308911133
187,B738,generated,286.32293431091307,17702.64268054199
188,B738,generated,286.3813008270264,17780.23449951172
189,B738,generated,286.4113188171387,17859.863044799804
190,B738,generated,286.4703720245361,17935.410251098634
191,B738,generated,286.52174935913087,18011.38388720703
192,B738,generated,286.6225383605957,18083.609366333007
193,B738,generated,286.69150842285154,18159.839716064453
194,B738,generated,286.7584306488037,18235.44633105469
195,B738,generated,286.86065579223634,18311.56763394165
196,B738,generated,286.94712200927734,18385.83666192627
197,B738,generated,287.0118690032959,18458.72509667969
198,B738,generated,287.04268617248533,18537.881528564452
199,B738,generated,287.0978038330078,18614.60195300293
200,B738,generated,287.1716866912842,18687.125286132814
201,B738,generated,287.2286067047119,18761.37618066406
202,B738,generated,287.3083916015625,18835.63835119629
203,B738,generated,287.39427087402345,18910.47233703613
204,B738,generated,287.44779710388184,18985.421446899414
205,B738,generated,287.50643225097656,19060.340504272463
206,B738,generated,287.56317977905275,19135.099753051756
207,B738,generated,287.65223609924317,19211.3810793457
208,B738,generated,287.6921265258789,19288.72335437012
209,B738,generated,287.6913560333252,19363.404651000976
210,B738,generated,287.70304399108886,19434.074190551757
211,B738,generated,287.68720539855957,19510.51526763916
212,B738,generated,287.67076126098635,19589.52421286774
213,B738,generated,287.6772986823493,19674.196692664344
214,B738,generated,287.68229009343816,19749.48806460269
215,B738,generated,287.7043461613469,19821.12557112777
216,B738,generated,287.72065081133377,19895.032544263013
217,B738,generated,287.76604595317974,19967.996111101336
422,B738,generated,325.11907450358075,17452.9873046875
423,B738,generated,327.32886759440106,17458.374674479168
424,B738,generated,329.5507456461589,17463.761393229168
425,B738,generated,331.82282002766925,17466.4208984375
426,B738,generated,331.6516621907552,17522.336263020832
427,B738,generated,332.0887807210286,17558.655924479168
428,B738,generated,332.6671091715495,17592.367513020832
429,B738,generated,332.679682413737,17655.162434895832
430,B738,generated,332.9175771077474,17718.838216145832
431,B738,generated,333.4760233561198,17777.242838541668
432,B738,generated,333.6255747477214,17825.167643229168
433,B738,generated,321.68660736083984,18714.224609375
434,B738,generated,322.41648864746094,18763.12109375
435,B738,generated,323.06471252441406,18790.556640625
436,B738,generated,323.29815673828125,18848.087890625
437,B738,generated,323.2194061279297,18930.6611328125
438,B738,generated,323.13983154296875,19013.2353515625
439,B738,generated,323.23614501953125,19066.2060546875
440,B738,generated,323.33216857910156,19119.177734375
441,B738,generated,257.73468017578125,17608.478515625
442,B738,generated,258.2325744628906,17651.40234375
443,B738,generated,258.7294616699219,17694.326171875
444,B738,generated,258.85345458984375,17830.435546875
445,B738,generated,259.37078857421875,17862.587890625
446,B738,generated,259.88812255859375,17894.73828125
447,B738,generated,260.4054260253906,17926.890625
448,B738,generated,260.5110778808594,18088.115234375
449,B738,generated,260.7917175292969,18161.30859375
450,B738,generated,261.0715637207031,18234.501953125
451,B738,generated,261.35015869140625,18307.6953125
452,B738,generated,261.5531311035156,18351.49609375
453,B738,generated,261.7564697265625,18395.296875
0,B738,flown,164.1580385821211,3256.967499999998
1,B738,flown,165.67725626332023,3346.1742857142867
2,B738,flown,166.91078654023994,3404.693571428571
3,B738,flown,168.33425852923614,3467.8999107142827
4,B738,flown,170.28902407357793,3532.676994047619
5,B738,flown,172.22405805225628,3586.726488095239
6,B738,flown,174.41308400919243,3639.433854166669
7,B738,flown,176.9589553175935,3690.323511904762
8,B738,flown,179.4534183251041,3749.0925892857176
9,B738,flown,182.10507270874734,3802.0337003968248
10,B738,flown,184.82482695444253,3853.308442460316
11,B738,flown,187.6573145123385,3886.1446428571467
12,B738,flown,190.6286225948563,3921.02056547619
13,B738,flown,193.51498298710806,3964.9955059523836
14,B738,flown,196.4456350905732,4013.7962797619025
15,B738,flown,199.3498473052944,4063.7419940476207
16,B738,flown,202.08971522962952,4113.045
17,B738,flown,204.8030638084312,4168.279255952385
18,B738,flown,207.50713020090402,4206.102331349207
19,B738,flown,210.10744569569246,4253.467519841269
20,B738,flown,212.6065865776924,4307.696785714286
21,B738,flown,214.95316320087895,4364.922321428578
22,B738,flown,217.1843781422115,4426.213660714284
23,B738,flown,219.32137944103988,4489.1122916666645
24,B738,flown,221.30616296490948,4555.59625
25,B738,flown,223.22173701161316,4623.887708333335
26,B738,flown,225.01121021777325,4693.637291666668
27,B738,flown,226.72504462458235,4765.056250000002
28,B738,flown,228.3482167308356,4837.765624999999
29,B738,flown,229.85915464657418,4912.486111111112
30,B738,flown,231.3441661002859,4989.452430555555
31,B738,flown,232.67007572759275,5067.245833333331
32,B738,flown,233.8797022618541,5146.127083333336
33,B738,flown,235.04232842157876,5229.950312500001
34,B738,flown,235.98493035647343,5315.911666666666
35,B738,flown,236.8330432373049,5402.628958333331
36,B738,flown,237.61270678649984,5492.961354166662
37,B738,flown,238.32628918807058,5584.593437499999
38,B738,flown,238.90218032148442,5691.912916666667
39,B738,flown,239.45197400971574,5801.234166666665
40,B738,flown,240.0900581756792,5863.670625000004
41,B738,flown,240.5850152264747,5955.958869047619
42,B738,flown,241.05453483204238,6054.7800297619115
43,B738,flown,241.47377748121505,6153.067797619045
44,B738,flown,241.84132982761565,6248.445148809521
45,B738,flown,242.22556411354654,6348.610624999999
46,B738,flown,242.54608242275404,6447.366875000005
47,B738,flown,242.82515434798185,6545.739107142862
48,B738,flown,243.10759662364111,6645.36404761905
49,B738,flown,243.33674004011252,6744.110505952388
50,B738,flown,243.5668314865331,6842.447559523812
51,B738,flown,243.78883579375943,6945.053452380956
52,B738,flown,243.98924283973525,7044.272589285704
53,B738,flown,244.18810618665233,7144.09074404762
54,B738,flown,244.3678690593456,7244.921607142857
55,B738,flown,244.54299048259182,7341.512053571434
56,B738,flown,244.70053648180954,7441.813958333326
57,B738,flown,244.85772167580006,7540.860624999997
58,B738,flown,245.03302740415444,7637.613541666668
59,B738,flown,245.17374798949356,7735.293541666669
60,B738,flown,245.33024894014252,7833.333958333326
61,B738,flown,245.47410060145234,7928.155505952384
62,B738,flown,245.59087601239185,8022.267261904761
63,B738,flown,245.69500076157715,8119.849255952388
64,B738,flown,245.80148381061684,8219.221875000001
65,B738,flown,245.90675624175168,8311.807708333346
66,B738,flown,245.98717774928323,8408.440416666655
67,B738,flown,246.05691463036246,8505.583452380959
68,B738,flown,246.16328752400108,8597.76857142857
69,B738,flown,246.26963447469203,8690.982708333333
70,B738,flown,246.38402103483023,8785.097053571428
71,B738,flown,246.51842540244579,8876.164434523811
72,B738,flown,246.64195663297482,8966.996785714284
73,B738,flown,246.78295414147527,9058.361369047623
74,B738,flown,246.89063746397085,9148.336577380955
75,B738,flown,246.9943140688404,9238.750000000002
76,B738,flown,247.10741800050153,9327.53708333333
77,B738,flown,247.2302351779869,9417.87083333333
78,B738,flown,247.36056187895605,9507.46410714285
79,B738,flown,247.50448212470027,9592.886547619051
80,B738,flown,247.65435822448424,9677.837499999998
81,B738,flown,247.83414063940327,9762.58011904762
82,B738,flown,247.86292115072422,9904.30853174603
83,B738,flown,248.08085086221482,9972.541289682553
84,B738,flown,248.31844617022801,10042.807232142844
85,B738,flown,248.67699801088492,10098.212410714292
86,B738,flown,248.94591474841593,10179.019672619055
87,B738,flown,249.22963924808727,10258.243958333325
88,B738,flown,249.5839716684718,10338.449375000004
89,B738,flown,249.9400080263067,10419.365208333338
90,B738,flown,250.3077195501181,10496.87023809524
91,B738,flown,250.7288286161373,10573.073958333342
92,B738,flown,251.2177637588865,10647.201845238096
93,B738,flown,251.7138065937357,10722.146130952386
94,B738,flown,252.23619651730698,10793.272916666678
95,B738,flown,252.8088565827202,10862.158928571425
96,B738,flown,253.37397355661196,10933.918898809528
97,B738,flown,253.9511376014365,11004.169791666665
98,B738,flown,254.59355969489417,11075.697767857146
99,B738,flown,255.2462603940593,11144.161458333347
100,B738,flown,255.8844719877562,11212.263541666673
101,B738,flown,256.5433044969442,11279.243124999995
102,B738,flown,257.1816304999762,11345.242083333338
103,B738,flown,257.8151290893412,11412.216250000001
104,B738,flown,258.47308692401214,11481.37291666667
105,B738,flown,259.12107405415094,11547.794791666662
106,B738,flown,259.7520443151093,11613.552053571435
107,B738,flown,260.40379285249435,11682.115982142854
108,B738,flown,261.0381247630528,11749.887500000006
109,B738,flown,261.6459204528526,11814.313392857148
110,B738,flown,262.3011860501775,11882.178124999997
111,B738,flown,262.936720049117,11951.570386904772
112,B738,flown,263.5367898346453,12015.817232142861
113,B738,flown,264.1592662258153,12084.852678571428
114,B738,flown,264.758313670763,12152.771874999993
115,B738,flown,265.3379469038225,12219.02440476191
116,B738,flown,265.9065326935988,12285.80907738096
117,B738,flown,266.5030976507517,12351.852976190476
118,B738,flown,267.04530419477237,12421.833333333345
119,B738,flown,267.56063511575786,12492.230208333338
120,B738,flown,268.0994591402198,12560.370535714283
121,B738,flown,268.6105628791002,12630.707648809523
122,B738,flown,269.101284577332,12701.30074404763
123,B738,flown,269.5729891470654,12769.942797619049
124,B738,flown,270.02891382455005,12840.504583333319
125,B738,flown,270.4676631347571,12911.820208333329
126,B738,flown,270.8939991014673,12984.538124999992
127,B738,flown,271.26559271392756,13065.268958333334
128,B738,flown,271.6056726112152,13149.413541666672
129,B738,flown,272.03701768435513,13208.400000000005
130,B738,flown,272.3648940043492,13288.873809523806
131,B738,flown,272.76189911590296,13355.78607142857
132,B738,flown,273.12343181811156,13422.871458333339
133,B738,flown,273.4293964670657,13498.772500000003
134,B738,flown,273.755972357182,13572.848125000008
135,B738,flown,274.0765897088182,13648.186904761917
136,B738,flown,274.35144937905903,13724.194672619053
137,B738,flown,274.6043665367247,13800.421101190486
138,B738,flown,274.8613488779425,13875.612827380955
139,B738,flown,275.1077536826214,13952.421785714287
140,B738,flown,275.3577127226513,14028.152946428556
141,B738,flown,275.5696364969643,14105.69130952382
142,B738,flown,275.8270982053809,14179.96999999999
143,B738,flown,276.07960670699026,14255.926309523818
144,B738,flown,276.34090885081474,14334.64461309523
145,B738,flown,276.605167193127,14407.919166666663
146,B738,flown,276.87251227449,14481.937291666647
147,B738,flown,277.14655674580064,14557.972470238103
148,B738,flown,277.42016709601705,14632.15122023808
149,B738,flown,277.67718188308777,14706.28142857143
150,B738,flown,277.9378573660177,14781.615714285714
151,B738,flown,278.1726585921782,14855.052752976186
152,B738,flown,278.36565987159037,14941.734166666678
153,B738,flown,278.5576848672775,15031.555833333327
154,B738,flown,278.8361972766915,15094.399196428563
155,B738,flown,279.06009408188476,15167.079940476195
156,B738,flown,279.2905533325754,15238.049017857144
157,B738,flown,279.5068157136612,15316.019047619036
158,B738,flown,279.7148351206629,15392.402536075024
159,B738,flown,279.94229077235116,15468.362395382377
160,B738,flown,280.1691005825298,15544.467076118332
161,B738,flown,280.38273394389444,15621.44613997114
162,B738,flown,280.5798525013271,15698.750133477637
163,B738,flown,280.7693189216711,15775.553898809527
164,B738,flown,280.9156937942321,15854.21425595237
165,B738,flown,281.0907882392358,15931.187083333323
166,B738,flown,281.2579257024883,16006.834791666668
167,B738,flown,281.4447342873124,16083.267083333336
168,B738,flown,281.61441805465705,16159.789583333322
169,B738,flown,281.79641355003884,16236.724999999988
170,B738,flown,281.95600074598644,16313.74958333334
171,B738,flown,282.10005650236735,16390.602192460316
172,B738,flown,282.2479392866287,16467.852460317445
173,B738,flown,282.3899071663435,16543.047966269845
174,B738,flown,282.524319540654,16618.72263888888
175,B738,flown,282.6555742609824,16693.76444444444
176,B738,flown,282.7682638071725,16771.900059523792
177,B738,flown,282.8658391360304,16846.838750000006
178,B738,flown,282.95419276785054,16921.909375000003
179,B738,flown,283.0594112796745,17000.886041666665
180,B738,flown,283.15133457189035,17079.66160714285
181,B738,flown,283.254252808834,17153.375952380946
182,B738,flown,283.3306299635511,17232.941130952375
183,B738,flown,283.4102549401105,17312.37218750001
184,B738,flown,283.4902762675987,17388.4585813492
185,B738,flown,283.57171998964327,17463.727996031743
186,B738,flown,283.6362881361846,17540.340505952376
187,B738,flown,283.7014323914282,17618.455654761925
188,B738,flown,283.757954606206,17694.834910714268
189,B738,flown,283.82446732572436,17770.848125000015
190,B738,flown,283.89434866858977,17846.954623015878
191,B738,flown,283.9468792610692,17922.441775793646
192,B738,flown,284.02470144075676,17997.981547619067
193,B738,flown,284.0897449464368,18074.542529761882
194,B738,flown,284.12267408050485,18153.197718253974
195,B738,flown,284.1860208794762,18229.792827380952
196,B738,flown,284.2257321830069,18303.321547619045
197,B738,flown,284.2761686378505,18379.51157738093
198,B738,flown,284.33069925174124,18456.669791666667
199,B738,flown,284.3776847550952,18533.12852543291
200,B738,flown,284.42465177370724,18606.780949675333
201,B738,flown,284.471844962274,18682.67637716447
202,B738,flown,284.48931123852384,18760.976516504328
203,B738,flown,284.49978417168245,18833.456417748926
204,B738,flown,284.5185030659657,18907.69154220778
205,B738,flown,284.54340178531754,18984.75399496336
206,B738,flown,284.58755957554683,19060.494766483534
207,B738,flown,284.6191976857349,19136.475562513497
208,B738,flown,284.63440221758196,19208.565350835845
209,B738,flown,284.6515343066258,19283.862511357118
210,B738,flown,284.6809023399966,19360.352031822335
211,B738,flown,284.70303156131115,19433.41231617645
212,B738,flown,284.7007939075758,19511.538807189543
213,B738,flown,284.7101461505288,19589.21168709151
214,B738,flown,284.7515614721286,19660.19566993466
215,B738,flown,284.7484720668086,19733.162916666664
216,B738,flown,284.7978384742202,19803.74395833333
217,B738,flown,284.85200799033913,19875.555208333342
218,B738,flown,284.90226469927444,19947.624851190478
